ID	Gene Name	Species	GOTERM_CC_DIRECT
ENSG00000155265	golgin A7 family member B(GOLGA7B)	Homo sapiens	GO:0000139~Golgi membrane,GO:0002178~palmitoyltransferase complex,
ENSG00000175265	golgin A8 family member A(GOLGA8A)	Homo sapiens	GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0032580~Golgi cisterna membrane,
ENSG00000215252	golgin A8 family member B(GOLGA8B)	Homo sapiens	GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0032580~Golgi cisterna membrane,
ENSG00000261794	golgin A8 family member H(GOLGA8H)	Homo sapiens	GO:0005794~Golgi apparatus,
ENSG00000277561	golgin A8 family member I, pseudogene(GOLGA8IP)	Homo sapiens	GO:0032580~Golgi cisterna membrane,
ENSG00000179938	golgin A8 family member J(GOLGA8J)	Homo sapiens	GO:0005794~Golgi apparatus,
ENSG00000249931	golgin A8 family member K(GOLGA8K)	Homo sapiens	GO:0005794~Golgi apparatus,
ENSG00000188626	golgin A8 family member M(GOLGA8M)	Homo sapiens	GO:0005794~Golgi apparatus,
ENSG00000232653	golgin A8 family member N(GOLGA8N)	Homo sapiens	GO:0005794~Golgi apparatus,
ENSG00000186399	golgin A8 family member R(GOLGA8R)	Homo sapiens	GO:0005794~Golgi apparatus,
ENSG00000173230	golgin B1(GOLGB1)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005793~endoplasmic reticulum-Golgi intermediate compartment,GO:0005794~Golgi apparatus,GO:0005795~Golgi stack,GO:0005801~cis-Golgi network,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000147437	gonadotropin releasing hormone 1(GNRH1)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005739~mitochondrion,GO:0005798~Golgi-associated vesicle,GO:0030425~dendrite,GO:0043204~perikaryon,GO:0043679~axon terminus,GO:0098556~cytoplasmic side of rough endoplasmic reticulum membrane,GO:1990008~neurosecretory vesicle,
ENSG00000211451	gonadotropin releasing hormone receptor 2 (pseudogene)(GNRHR2)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,
ENSG00000134317	grainyhead like transcription factor 1(GRHL1)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000158055	grainyhead like transcription factor 3(GRHL3)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000115271	grancalcin(GCA)	Homo sapiens	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0070062~extracellular exosome,
ENSG00000030582	granulin precursor(GRN)	Homo sapiens	GO:0005615~extracellular space,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,
ENSG00000115523	granulysin(GNLY)	Homo sapiens	GO:0005615~extracellular space,
ENSG00000166923	gremlin 1, DAN family BMP antagonist(GREM1)	Homo sapiens	GO:0005615~extracellular space,GO:0009986~cell surface,
ENSG00000180875	gremlin 2, DAN family BMP antagonist(GREM2)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,
ENSG00000116717	growth arrest and DNA damage inducible alpha(GADD45A)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000180447	growth arrest specific 1(GAS1)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0046658~anchored component of plasma membrane,
ENSG00000185340	growth arrest specific 2 like 1(GAS2L1)	Homo sapiens	GO:0001725~stress fiber,GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005874~microtubule,
ENSG00000270765	growth arrest specific 2 like 2(GAS2L2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,
ENSG00000139354	growth arrest specific 2 like 3(GAS2L3)	Homo sapiens	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005874~microtubule,GO:0015629~actin cytoskeleton,GO:0015630~microtubule cytoskeleton,
ENSG00000148935	growth arrest specific 2(GAS2)	Homo sapiens	GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005884~actin filament,GO:0016020~membrane,
ENSG00000183087	growth arrest specific 6(GAS6)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0005788~endoplasmic reticulum lumen,GO:0005796~Golgi lumen,GO:0031093~platelet alpha granule lumen,GO:0070062~extracellular exosome,
ENSG00000007237	growth arrest specific 7(GAS7)	Homo sapiens	GO:0005737~cytoplasm,
ENSG00000141013	growth arrest specific 8(GAS8)	Homo sapiens	GO:0005794~Golgi apparatus,GO:0005874~microtubule,GO:0005929~cilium,GO:0005930~axoneme,GO:0031514~motile cilium,GO:0036064~ciliary basal body,
ENSG00000172020	growth associated protein 43(GAP43)	Homo sapiens	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0014069~postsynaptic density,GO:0030054~cell junction,GO:0030424~axon,GO:0031527~filopodium membrane,GO:0032584~growth cone membrane,
ENSG00000130283	growth differentiation factor 1(GDF1)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,
ENSG00000266524	growth differentiation factor 10(GDF10)	Homo sapiens	GO:0005615~extracellular space,
ENSG00000135414	growth differentiation factor 11(GDF11)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005654~nucleoplasm,GO:0043231~intracellular membrane-bounded organelle,GO:0043234~protein complex,
ENSG00000156466	growth differentiation factor 6(GDF6)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,
ENSG00000143869	growth differentiation factor 7(GDF7)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,
ENSG00000164404	growth differentiation factor 9(GDF9)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005737~cytoplasm,
ENSG00000115290	growth factor receptor bound protein 14(GRB14)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0010008~endosome membrane,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000177885	growth factor receptor bound protein 2(GRB2)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0008180~COP9 signalosome,GO:0012506~vesicle membrane,GO:0070062~extracellular exosome,GO:0070436~Grb2-EGFR complex,
ENSG00000127554	growth factor, augmenter of liver regeneration(GFER)	Homo sapiens	GO:0005576~extracellular region,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005758~mitochondrial intermembrane space,
ENSG00000165678	growth hormone inducible transmembrane protein(GHITM)	Homo sapiens	GO:0005743~mitochondrial inner membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000139835	growth hormone regulated TBC protein 1(GRTP1)	Homo sapiens	GO:0005622~intracellular,GO:0012505~endomembrane system,
ENSG00000141449	growth regulation by estrogen in breast cancer 1 like(GREB1L)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000196208	growth regulation by estrogen in breast cancer 1(GREB1)	Homo sapiens	GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000119125	guanine deaminase(GDA)	Homo sapiens	GO:0005622~intracellular,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000163655	guanine monophosphate synthase(GMPS)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,
ENSG00000100938	guanosine monophosphate reductase 2(GMPR2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:1902560~GMP reductase complex,
ENSG00000137198	guanosine monophosphate reductase(GMPR)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:1902560~GMP reductase complex,
ENSG00000117226	guanylate binding protein 3(GBP3)	Homo sapiens	GO:0000139~Golgi membrane,GO:0016020~membrane,GO:0048471~perinuclear region of cytoplasm,
ENSG00000152402	guanylate cyclase 1 soluble subunit alpha 2(GUCY1A2)	Homo sapiens	GO:0005886~plasma membrane,GO:0008074~guanylate cyclase complex, soluble,
ENSG00000061918	guanylate cyclase 1 soluble subunit beta(GUCY1B3)	Homo sapiens	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0008074~guanylate cyclase complex, soluble,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000070019	guanylate cyclase 2C(GUCY2C)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0005886~plasma membrane,GO:0008074~guanylate cyclase complex, soluble,GO:0016021~integral component of membrane,
ENSG00000048545	guanylate cyclase activator 1A(GUCA1A)	Homo sapiens	GO:0001750~photoreceptor outer segment,GO:0001917~photoreceptor inner segment,GO:0005886~plasma membrane,GO:0097381~photoreceptor disc membrane,
ENSG00000143774	guanylate kinase 1(GUK1)	Homo sapiens	GO:0005829~cytosol,
ENSG00000168453	hair growth associated(HR)	Homo sapiens	GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0016604~nuclear body,
ENSG00000167220	haloacid dehalogenase like hydrolase domain containing 2(HDHD2)	Homo sapiens	GO:0070062~extracellular exosome,
ENSG00000119431	haloacid dehalogenase like hydrolase domain containing 3(HDHD3)	Homo sapiens	GO:0005739~mitochondrion,
ENSG00000261701	haptoglobin-related protein(HPR)	Homo sapiens	GO:0005576~extracellular region,GO:0034366~spherical high-density lipoprotein particle,GO:0070062~extracellular exosome,GO:0072562~blood microparticle,
ENSG00000135116	harakiri, BCL2 interacting protein(HRK)	Homo sapiens	GO:0005739~mitochondrion,GO:0016021~integral component of membrane,
ENSG00000180423	harbinger transposase derived 1(HARBI1)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005813~centrosome,
ENSG00000112406	hdc homolog, cell cycle regulator(HECA)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0016020~membrane,
ENSG00000173706	heart development protein with EGF like domains 1(HEG1)	Homo sapiens	GO:0005576~extracellular region,GO:0005911~cell-cell junction,GO:0009897~external side of plasma membrane,GO:0016021~integral component of membrane,
ENSG00000230989	heat shock factor binding protein 1(HSBP1)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005856~cytoskeleton,
ENSG00000096384	heat shock protein 90 alpha family class B member 1(HSP90AB1)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005765~lysosomal membrane,GO:0005829~cytosol,GO:0005913~cell-cell adherens junction,GO:0008180~COP9 signalosome,GO:0009986~cell surface,GO:0016020~membrane,GO:0016234~inclusion body,GO:0016323~basolateral plasma membrane,GO:0016324~apical plasma membrane,GO:0031526~brush border membrane,GO:0034751~aryl hydrocarbon receptor complex,GO:0042470~melanosome,GO:0070062~extracellular exosome,GO:1990913~sperm head plasma membrane,GO:1990917~ooplasm,
ENSG00000165868	heat shock protein family A (Hsp70) member 12A(HSPA12A)	Homo sapiens	GO:0070062~extracellular exosome,
ENSG00000155304	heat shock protein family A (Hsp70) member 13(HSPA13)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,
ENSG00000187522	heat shock protein family A (Hsp70) member 14(HSPA14)	Homo sapiens	GO:0005829~cytosol,GO:0005840~ribosome,GO:0016020~membrane,
ENSG00000126803	heat shock protein family A (Hsp70) member 2(HSPA2)	Homo sapiens	GO:0000795~synaptonemal complex,GO:0001673~male germ cell nucleus,GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0009986~cell surface,GO:0016020~membrane,GO:0036128~CatSper complex,GO:0043209~myelin sheath,GO:0070062~extracellular exosome,GO:0072562~blood microparticle,GO:0072687~meiotic spindle,
ENSG00000164070	heat shock protein family A (Hsp70) member 4 like(HSPA4L)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,
ENSG00000170606	heat shock protein family A (Hsp70) member 4(HSPA4)	Homo sapiens	GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000109971	heat shock protein family A (Hsp70) member 8(HSPA8)	Homo sapiens	GO:0000151~ubiquitin ligase complex,GO:0000974~Prp19 complex,GO:0005615~extracellular space,GO:0005622~intracellular,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005730~nucleolus,GO:0005765~lysosomal membrane,GO:0005770~late endosome,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005913~cell-cell adherens junction,GO:0005925~focal adhesion,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0042470~melanosome,GO:0043202~lysosomal lumen,GO:0043209~myelin sheath,GO:0061202~clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane,GO:0070062~extracellular exosome,GO:0072562~blood microparticle,GO:0098575~lumenal side of lysosomal membrane,GO:0098793~presynapse,
ENSG00000113013	heat shock protein family A (Hsp70) member 9(HSPA9)	Homo sapiens	GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005925~focal adhesion,GO:0031012~extracellular matrix,GO:0042645~mitochondrial nucleoid,GO:0043209~myelin sheath,GO:0070062~extracellular exosome,
ENSG00000081870	heat shock protein family B (small) member 11(HSPB11)	Homo sapiens	GO:0005813~centrosome,GO:0005929~cilium,GO:0030992~intraciliary transport particle B,GO:0070062~extracellular exosome,GO:0072372~primary cilium,GO:0097542~ciliary tip,
ENSG00000170276	heat shock protein family B (small) member 2(HSPB2)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,
ENSG00000004776	heat shock protein family B (small) member 6(HSPB6)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,
ENSG00000152137	heat shock protein family B (small) member 8(HSPB8)	Homo sapiens	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,
ENSG00000260325	heat shock protein family B (small) member 9(HSPB9)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,
ENSG00000185122	heat shock transcription factor 1(HSF1)	Homo sapiens	GO:0000791~euchromatin,GO:0000792~heterochromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016605~PML body,GO:0043234~protein complex,GO:0045120~pronucleus,GO:0097165~nuclear stress granule,
ENSG00000160207	heat shock transcription factor 2 binding protein(HSF2BP)	Homo sapiens	GO:0005829~cytosol,
ENSG00000025156	heat shock transcription factor 2(HSF2)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,
ENSG00000102878	heat shock transcription factor 4(HSF4)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,
ENSG00000171116	heat shock transcription factor family, X-linked 1(HSFX1)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,
ENSG00000172468	heat shock transcription factor, Y-linked 1(HSFY1)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,
ENSG00000169953	heat shock transcription factor, Y-linked 2(HSFY2)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,
ENSG00000054392	hedgehog acyltransferase(HHAT)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000010282	hedgehog acyltransferase-like(HHATL)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0048471~perinuclear region of cytoplasm,
ENSG00000164161	hedgehog interacting protein(HHIP)	Homo sapiens	GO:0005576~extracellular region,GO:0005737~cytoplasm,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0060170~ciliary membrane,
ENSG00000163312	helicase, POLQ-like(HELQ)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005730~nucleolus,
ENSG00000119969	helicase, lymphoid-specific(HELLS)	Homo sapiens	GO:0000775~chromosome, centromeric region,GO:0005634~nucleus,GO:0005721~pericentric heterochromatin,
ENSG00000189159	hematological and neurological expressed 1(HN1)	Homo sapiens	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0031965~nuclear membrane,
ENSG00000126264	hematopoietic cell signal transducer(HCST)	Homo sapiens	GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0016021~integral component of membrane,
ENSG00000180353	hematopoietic cell-specific Lyn substrate 1(HCLS1)	Homo sapiens	GO:0005634~nucleus,GO:0005667~transcription factor complex,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0016020~membrane,
ENSG00000163106	hematopoietic prostaglandin D synthase(HPGDS)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,
ENSG00000152804	hematopoietically expressed homeobox(HHEX)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0032993~protein-DNA complex,
ENSG00000013583	heme binding protein 1(HEBP1)	Homo sapiens	GO:0005576~extracellular region,GO:0005737~cytoplasm,GO:0070062~extracellular exosome,
ENSG00000051620	heme binding protein 2(HEBP2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0070062~extracellular exosome,
ENSG00000103415	heme oxygenase 2(HMOX2)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000010704	hemochromatosis(HFE)	Homo sapiens	GO:0005615~extracellular space,GO:0005769~early endosome,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0016021~integral component of membrane,GO:0031410~cytoplasmic vesicle,GO:0042612~MHC class I protein complex,GO:0045177~apical part of cell,GO:0045178~basal part of cell,GO:0048471~perinuclear region of cytoplasm,GO:0055037~recycling endosome,GO:1990357~terminal web,GO:1990712~HFE-transferrin receptor complex,
ENSG00000206172	hemoglobin subunit alpha 1(HBA1)	Homo sapiens	GO:0005576~extracellular region,GO:0005829~cytosol,GO:0005833~hemoglobin complex,GO:0016020~membrane,GO:0022627~cytosolic small ribosomal subunit,GO:0031838~haptoglobin-hemoglobin complex,GO:0070062~extracellular exosome,GO:0071682~endocytic vesicle lumen,GO:0072562~blood microparticle,
ENSG00000244734	hemoglobin subunit beta(HBB)	Homo sapiens	GO:0005576~extracellular region,GO:0005829~cytosol,GO:0005833~hemoglobin complex,GO:0016021~integral component of membrane,GO:0031838~haptoglobin-hemoglobin complex,GO:0070062~extracellular exosome,GO:0071682~endocytic vesicle lumen,GO:0072562~blood microparticle,
ENSG00000086506	hemoglobin subunit theta 1(HBQ1)	Homo sapiens	GO:0005833~hemoglobin complex,
ENSG00000110169	hemopexin(HPX)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0070062~extracellular exosome,GO:0071682~endocytic vesicle lumen,GO:0072562~blood microparticle,
ENSG00000153936	heparan sulfate 2-O-sulfotransferase 1(HS2ST1)	Homo sapiens	GO:0000139~Golgi membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
